wavelength_um,radius_arcsec
2.20723,0.45
2.2095263,0.45
2.2118223,0.45
2.2141182,0.45
2.2164145,0.45
2.2187104,0.45
2.2210064,0.45
2.2233024,0.45
2.2255986,0.45
2.2278945,0.45
2.2301905,0.45
2.2324867,0.45
2.2347827,0.45
2.2370787,0.45
2.2393749,0.45
2.2416708,0.45
2.2439668,0.45
2.2462628,0.45
2.248559,0.45
2.250855,0.45
2.253151,0.45
2.2554471,0.45
2.2577431,0.45
2.260039,0.45
2.2623353,0.45
2.2646313,0.45
2.2669272,0.45
2.2692235,0.45
2.2715194,0.45
2.2738154,0.45
2.2761114,0.45
2.2784076,0.45
2.2807035,0.45
2.2829995,0.45
2.2852957,0.45
2.2875917,0.45
2.2898877,0.45
2.2921839,0.45
2.2944798,0.45
2.2967758,0.45
2.2990718,0.45
2.301368,0.45
2.303664,0.45
2.30596,0.45
2.3082561,0.45
2.3105521,0.45
2.312848,0.45
2.3151443,0.45
2.3174403,0.45
2.3197362,0.45
2.3220322,0.45
2.3243284,0.45
2.3266244,0.45
2.3289204,0.45
2.3312166,0.45
2.3335125,0.45
2.3358085,0.45
2.3381047,0.45
2.3404007,0.45
2.3426967,0.45
2.3449929,0.45
2.3472888,0.45
2.3495848,0.45
2.3518808,0.45
2.354177,0.45
2.356473,0.45
2.358769,0.45
2.3610651,0.45
2.3633611,0.45
2.365657,0.45
2.3679533,0.45
2.3702493,0.45
2.3725452,0.45
2.3748412,0.45
2.3771374,0.45
2.3794334,0.45
2.3817294,0.45
2.3840256,0.45
2.3863215,0.45
2.3886175,0.45
2.3909137,0.45
2.3932097,0.45
2.3955057,0.45
2.3978016,0.45
2.4000978,0.45
2.4023938,0.45
2.4046898,0.45
2.406986,0.45
2.409282,0.45
2.411578,0.45
2.4138741,0.45
2.4161701,0.45
2.418466,0.45
2.420762,0.45
2.4230583,0.45
2.4253542,0.45
2.4276502,0.45
2.4299464,0.45
2.4322424,0.45
2.4345384,0.45
2.4368346,0.45
2.4391305,0.45
2.4414265,0.45
2.4437227,0.45
2.4460187,0.45
2.4483147,0.45
2.4506106,0.45
2.4529068,0.45
2.4552028,0.45
2.4574988,0.45
2.459795,0.45
2.462091,0.45
2.464387,0.45
2.4666831,0.45
2.4689791,0.45
2.471275,0.45
2.473571,0.45
2.4758673,0.45
2.4781632,0.45
2.4804592,0.45
2.4827554,0.45
2.4850514,0.45
2.4873474,0.45
2.4896436,0.45
2.4919395,0.45
2.4942355,0.45
2.4965315,0.45
2.4988277,0.45
2.5011237,0.45
2.5034196,0.45
2.5057158,0.45
2.5080118,0.45
2.5103078,0.45
2.512604,0.45
2.5149,0.45
2.517196,0.45
2.5194921,0.45
2.5217881,0.45
2.524084,0.45
2.52638,0.45
2.5286763,0.45
2.5309722,0.45
2.5332682,0.45
2.5355644,0.45
2.5378604,0.45
2.5401564,0.45
2.5424526,0.45
2.5447485,0.45
2.5470445,0.45
2.5493405,0.45
2.5516367,0.45
2.5539327,0.45
2.5562286,0.45
2.5585248,0.45
2.5608208,0.45
2.5631168,0.45
2.565413,0.45
2.567709,0.45
2.570005,0.45
2.572301,0.45
2.5745971,0.45
2.576893,0.45
2.579189,0.45
2.5814853,0.45
2.5837812,0.45
2.5860772,0.45
2.5883734,0.45
