wavelength_um,radius_arcsec
3.8580852,0.45
3.8603811,0.45
3.8626773,0.45
3.8649733,0.45
3.8672693,0.45
3.8695652,0.45
3.8718615,0.45
3.8741574,0.45
3.8764534,0.45
3.8787496,0.45
3.8810456,0.45
3.8833416,0.45
3.8856378,0.45
3.8879337,0.45
3.8902297,0.45
3.8925257,0.45
3.894822,0.45
3.8971179,0.45
3.8994138,0.45
3.90171,0.45
3.904006,0.45
3.906302,0.45
3.9085982,0.45
3.9108942,0.45
3.9131901,0.45
3.9154863,0.45
3.9177823,0.45
3.9200783,0.45
3.9223742,0.45
3.9246705,0.45
3.9269664,0.45
3.9292624,0.45
3.9315586,0.45
3.9338546,0.45
3.9361506,0.45
3.9384468,0.45
3.9407427,0.45
3.9430387,0.45
3.9453347,0.45
3.947631,0.45
3.9499269,0.45
3.9522228,0.45
3.954519,0.45
3.956815,0.45
3.959111,0.45
3.9614072,0.45
3.9637032,0.45
3.9659991,0.45
3.968295,0.45
3.9705913,0.45
3.9728873,0.45
3.9751832,0.45
3.9774795,0.45
3.9797754,0.45
3.9820714,0.45
3.9843676,0.45
3.9866636,0.45
3.9889596,0.45
3.9912555,0.45
3.9935517,0.45
3.9958477,0.45
3.9981437,0.45
4.0004396,0.45
4.002736,0.45
4.005032,0.45
4.007328,0.45
4.009624,0.45
4.01192,0.45
4.014216,0.45
4.016512,0.45
4.0188084,0.45
4.0211043,0.45
4.0234003,0.45
4.0256963,0.45
4.0279922,0.45
4.030288,0.45
4.032584,0.45
4.0348806,0.45
4.0371766,0.45
4.0394726,0.45
4.0417686,0.45
4.0440645,0.45
4.0463605,0.45
4.048657,0.45
4.050953,0.45
4.053249,0.45
4.055545,0.45
4.057841,0.45
4.060137,0.45
4.062433,0.45
4.064729,0.45
4.067025,0.45
4.069321,0.45
4.071617,0.45
4.073913,0.45
4.076209,0.45
4.078505,0.45
4.0808015,0.45
4.0830975,0.45
4.0853934,0.45
4.0876894,0.45
4.0899854,0.45
4.0922813,0.45
4.094578,0.45
4.0968738,0.45
4.0991697,0.45
4.1014657,0.45
4.1037617,0.45
4.1060576,0.45
4.1083536,0.45
4.11065,0.45
4.112946,0.45
4.115242,0.45
4.117538,0.45
4.119834,0.45
4.12213,0.45
4.1244264,0.45
4.1267223,0.45
4.1290183,0.45
4.1313143,0.45
4.1336102,0.45
4.135906,0.45
4.138202,0.45
4.1404986,0.45
4.1427946,0.45
4.1450906,0.45
4.1473866,0.45
4.1496825,0.45
4.1519785,0.45
4.1542745,0.45
4.156571,0.45
4.158867,0.45
4.161163,0.45
4.163459,0.45
4.165755,0.45
4.168051,0.45
4.170347,0.45
4.172643,0.45
4.174939,0.45
4.177235,0.45
4.179531,0.45
4.181827,0.45
4.184123,0.45
4.1864195,0.45
4.1887155,0.45
4.1910114,0.45
4.1933074,0.45
4.1956034,0.45
4.1978993,0.45
4.200196,0.45
4.2024918,0.45
4.2047877,0.45
4.2070837,0.45
4.2093797,0.45
4.2116756,0.45
4.2139716,0.45
4.216268,0.45
4.218564,0.45
4.22086,0.45
4.223156,0.45
4.225452,0.45
4.227748,0.45
4.230044,0.45
4.2323403,0.45
4.2346363,0.45
4.2369323,0.45
4.2392282,0.45
4.241524,0.45
4.24382,0.45
4.2461166,0.45
4.2484126,0.45
4.2507086,0.45
4.2530046,0.45
4.2553005,0.45
4.2575965,0.45
4.2598925,0.45
4.262189,0.45
4.264485,0.45
4.266781,0.45
4.269077,0.45
4.271373,0.45
4.273669,0.45
4.275965,0.45
4.278261,0.45
4.280557,0.45
4.282853,0.45
4.285149,0.45
4.287445,0.45
4.289741,0.45
4.2920375,0.45
4.2943335,0.45
4.2966294,0.45
4.2989254,0.45
4.3012214,0.45
4.3035173,0.45
4.3058133,0.45
4.3081098,0.45
4.3104057,0.45
4.3127017,0.45
4.3149977,0.45
4.3172936,0.45
4.3195896,0.45
4.321886,0.45
4.324182,0.45
4.326478,0.45
4.328774,0.45
4.33107,0.45
4.333366,0.45
4.335662,0.45
4.3379583,0.45
4.3402543,0.45
4.3425503,0.45
4.3448462,0.45
4.347142,0.45
4.349438,0.45
4.3517346,0.45
4.3540306,0.45
4.3563266,0.45
4.3586226,0.45
4.3609185,0.45
4.3632145,0.45
4.3655105,0.45
4.367807,0.45
4.370103,0.45
4.372399,0.45
4.374695,0.45
4.376991,0.45
4.379287,0.45
4.3815827,0.45
4.383879,0.45
4.386175,0.45
4.388471,0.45
4.390767,0.45
4.393063,0.45
4.395359,0.45
4.3976555,0.45
4.3999515,0.45
4.4022474,0.45
4.4045434,0.45
4.4068394,0.45
4.4091353,0.45
4.4114313,0.45
4.4137278,0.45
4.4160237,0.45
4.4183197,0.45
4.4206157,0.45
4.4229116,0.45
4.4252076,0.45
4.4275036,0.45
4.4298,0.45
4.432096,0.45
4.434392,0.45
4.436688,0.45
4.438984,0.45
4.44128,0.45
4.4435763,0.45
4.4458723,0.45
4.4481683,0.45
4.4504642,0.45
4.45276,0.45
4.455056,0.45
4.457352,0.45
4.4596486,0.45
4.4619446,0.45
4.4642406,0.45
4.4665365,0.45
4.4688325,0.45
4.4711285,0.45
4.473425,0.45
4.475721,0.45
4.478017,0.45
4.480313,0.45
4.482609,0.45
4.484905,0.45
4.4872007,0.45
4.489497,0.45
4.491793,0.45
4.494089,0.45
4.496385,0.45
4.498681,0.45
4.500977,0.45
4.503273,0.45
4.5055695,0.45
4.5078654,0.45
4.5101614,0.45
4.5124574,0.45
4.5147533,0.45
4.5170493,0.45
4.5193458,0.45
4.5216417,0.45
4.5239377,0.45
4.5262337,0.45
4.5285296,0.45
4.5308256,0.45
4.5331216,0.45
4.535418,0.45
4.537714,0.45
4.54001,0.45
4.542306,0.45
4.544602,0.45
4.546898,0.45
4.5491943,0.45
4.5514903,0.45
4.5537863,0.45
4.5560822,0.45
4.558378,0.45
4.560674,0.45
4.56297,0.45
4.5652666,0.45
4.5675626,0.45
4.5698586,0.45
4.5721545,0.45
4.5744505,0.45
4.5767465,0.45
4.5790424,0.45
4.581339,0.45
4.583635,0.45
4.585931,0.45
4.588227,0.45
4.590523,0.45
4.5928187,0.45
4.595115,0.45
4.597411,0.45
4.599707,0.45
4.602003,0.45
4.604299,0.45
4.606595,0.45
4.608891,0.45
4.6111875,0.45
4.6134834,0.45
4.6157794,0.45
4.6180754,0.45
4.6203713,0.45
4.6226673,0.45
4.6249638,0.45
4.6272597,0.45
4.6295557,0.45
4.6318517,0.45
4.6341476,0.45
4.6364436,0.45
4.6387396,0.45
4.641036,0.45
4.643332,0.45
4.645628,0.45
4.647924,0.45
4.65022,0.45
4.652516,0.45
4.654812,0.45
4.6571083,0.45
4.6594043,0.45
4.6617002,0.45
4.663996,0.45
4.666292,0.45
4.668588,0.45
4.6708846,0.45
4.6731806,0.45
4.6754766,0.45
4.6777725,0.45
4.6800685,0.45
4.6823645,0.45
4.6846604,0.45
4.686957,0.45
4.689253,0.45
4.691549,0.45
4.693845,0.45
4.696141,0.45
4.6984367,0.45
4.700733,0.45
4.703029,0.45
4.705325,0.45
4.707621,0.45
4.709917,0.45
4.712213,0.45
4.714509,0.45
4.7168055,0.45
4.7191014,0.45
4.7213974,0.45
4.7236934,0.45
4.7259893,0.45
4.7282853,0.45
4.7305813,0.45
4.7328777,0.45
4.7351737,0.45
4.7374697,0.45
4.7397656,0.45
4.7420616,0.45
4.7443576,0.45
4.746654,0.45
4.74895,0.45
4.751246,0.45
4.753542,0.45
4.755838,0.45
4.758134,0.45
4.76043,0.45
4.7627263,0.45
4.7650223,0.45
4.7673182,0.45
4.769614,0.45
4.77191,0.45
4.774206,0.45
4.776502,0.45
4.7787986,0.45
4.7810946,0.45
4.7833905,0.45
4.7856865,0.45
4.7879825,0.45
4.7902784,0.45
4.792575,0.45
4.794871,0.45
4.797167,0.45
4.799463,0.45
4.801759,0.45
4.8040547,0.45
4.8063507,0.45
4.808647,0.45
4.810943,0.45
4.813239,0.45
4.815535,0.45
4.817831,0.45
4.820127,0.45
4.8224235,0.45
4.8247194,0.45
4.8270154,0.45
4.8293114,0.45
4.8316073,0.45
4.8339033,0.45
4.8361993,0.45
4.8384957,0.45
4.8407917,0.45
4.8430877,0.45
4.8453836,0.45
4.8476796,0.45
4.8499756,0.45
4.8522716,0.45
4.854568,0.45
4.856864,0.45
4.85916,0.45
4.861456,0.45
4.863752,0.45
4.866048,0.45
4.8683443,0.45
4.8706403,0.45
4.8729362,0.45
4.875232,0.45
4.877528,0.45
4.879824,0.45
4.88212,0.45
4.8844166,0.45
4.8867126,0.45
4.8890085,0.45
4.8913045,0.45
4.8936005,0.45
4.8958964,0.45
4.898193,0.45
4.900489,0.45
4.902785,0.45
4.905081,0.45
4.907377,0.45
4.9096727,0.45
4.9119687,0.45
4.914265,0.45
4.916561,0.45
4.918857,0.45
4.921153,0.45
4.923449,0.45
4.925745,0.45
4.928041,0.45
4.9303374,0.45
4.9326334,0.45
4.9349294,0.45
4.9372253,0.45
4.9395213,0.45
4.9418173,0.45
4.9441137,0.45
4.9464097,0.45
4.9487057,0.45
4.9510016,0.45
4.9532976,0.45
4.9555936,0.45
4.9578896,0.45
4.960186,0.45
4.962482,0.45
4.964778,0.45
4.967074,0.45
4.96937,0.45
4.971666,0.45
4.9739623,0.45
4.9762583,0.45
4.9785542,0.45
4.98085,0.45
4.983146,0.45
4.985442,0.45
4.987738,0.45
4.9900346,0.45
4.9923306,0.45
4.9946265,0.45
4.9969225,0.45
4.9992185,0.45
5.0015144,0.45
5.0038104,0.45
5.006107,0.45
5.008403,0.45
5.010699,0.45
5.012995,0.45
5.0152907,0.45
5.0175867,0.45
5.019883,0.45
5.022179,0.45
5.024475,0.45
5.026771,0.45
5.029067,0.45
5.031363,0.45
5.033659,0.45
5.0359554,0.45
5.0382514,0.45
5.0405474,0.45
5.0428433,0.45
5.0451393,0.45
5.0474353,0.45
5.0497317,0.45
5.0520277,0.45
5.0543237,0.45
5.0566196,0.45
5.0589156,0.45
5.0612116,0.45
5.0635076,0.45
5.065804,0.45
5.0681,0.45
5.070396,0.45
5.072692,0.45
5.074988,0.45
5.077284,0.45
5.07958,0.45
5.0818763,0.45
5.0841722,0.45
5.086468,0.45
5.088764,0.45
5.09106,0.45
5.093356,0.45
5.0956526,0.45
5.0979486,0.45
5.1002445,0.45
5.1025405,0.45
5.1048365,0.45
5.1071324,0.45
5.1094284,0.45
5.111725,0.45
5.114021,0.45
5.116317,0.45
5.118613,0.45
5.1209087,0.45
5.1232047,0.45
5.1255007,0.45
5.127797,0.45
5.130093,0.45
5.132389,0.45
5.134685,0.45
5.136981,0.45
5.139277,0.45
5.1415734,0.45
5.1438694,0.45
5.1461654,0.45
5.1484613,0.45
5.1507573,0.45
5.1530533,0.45
5.1553493,0.45
5.1576457,0.45
5.1599417,0.45
5.1622376,0.45
5.1645336,0.45
5.1668296,0.45
5.1691256,0.45
5.171422,0.45
5.173718,0.45
5.176014,0.45
5.17831,0.45
5.180606,0.45
5.182902,0.45
5.185198,0.45
5.1874943,0.45
5.1897902,0.45
5.192086,0.45
5.194382,0.45
5.196678,0.45
5.198974,0.45
5.20127,0.45
5.2035666,0.45
5.2058625,0.45
5.2081585,0.45
5.2104545,0.45
5.2127504,0.45
5.2150464,0.45
5.217343,0.45
5.219639,0.45
5.221935,0.45
5.224231,0.45
5.2265267,0.45
5.2288227,0.45
5.2311187,0.45
5.233415,0.45
5.235711,0.45
5.238007,0.45
5.240303,0.45
5.242599,0.45
5.244895,0.45
5.2471914,0.45
5.2494874,0.45
5.2517834,0.45
5.2540793,0.45
5.2563753,0.45
5.2586713,0.45
5.2609673,0.45
5.2632637,0.45
5.2655597,0.45
5.2678556,0.45
5.2701516,0.45
5.2724476,0.45
5.2747436,0.45
5.2770395,0.45
5.279336,0.45
5.281632,0.45
5.283928,0.45
5.286224,0.45
5.28852,0.45
5.290816,0.45
5.2931123,0.45
5.2954082,0.45
5.297704,0.45
5.3,0.45
